Age,Potential,Wage,Preferred Foot,Weak Foot,Position,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,Positioning,Vision,Penalties,GKPositioning,GKReflexes,Value
21,85,€10K,Right,4,RCB,6'1,181lbs,34,29,81,69,30,54,33,60,63,64,47,75,56,54,76,77,78,39,34,45,7,12,€15M
21,86,€18K,Left,3,RW,5'9,146lbs,66,76,50,78,72,87,65,84,85,86,91,72,84,72,58,73,63,73,78,69,13,6,€18M
21,86,€13K,Left,3,RM,5'9,150lbs,76,75,45,73,69,81,77,80,88,86,86,79,82,80,70,87,65,79,73,68,8,14,€18M
21,86,€27K,Right,4,LCM,5'11,148lbs,69,63,46,78,64,86,70,84,87,77,90,76,83,67,57,73,32,73,77,57,13,6,€18M
21,86,€79K,Right,5,ST,5'11,154lbs,69,79,75,75,64,84,71,79,83,85,78,78,74,80,80,78,76,78,72,69,11,13,€18M
20,86,€54K,Right,4,ST,5'9,174lbs,56,82,79,62,68,78,71,79,82,83,79,75,70,79,81,75,86,79,72,59,8,13,€18M
21,88,€24K,Right,4,CM,6'0,168lbs,66,64,68,79,60,78,58,79,71,77,68,76,79,84,79,96,87,76,71,82,12,10,€19.5M
30,79,€26K,Right,4,ST,5'9,161lbs,42,79,73,74,76,82,79,78,86,82,83,82,69,75,82,80,67,82,75,74,10,9,€12M
26,79,€24K,Right,3,GK,6'1,176lbs,8,9,7,11,8,18,12,20,58,62,66,76,43,15,60,23,60,5,60,15,77,82,€9M
30,79,€20K,Right,3,LCM,6'2,194lbs,52,68,83,78,67,72,64,74,62,78,67,75,69,75,71,87,82,67,72,72,9,8,€9.5M
30,79,€30K,Left,3,CB,6'0,174lbs,55,51,76,68,44,44,54,62,67,72,49,79,49,43,88,62,81,24,47,66,8,10,€9.5M
34,79,€38K,Right,3,RB,5'10,165lbs,81,48,69,73,49,78,55,77,83,76,82,81,75,52,51,85,62,57,61,41,10,15,€3.6M
26,81,€ 0,Right,3,GK,6'2,176lbs,16,14,17,25,13,15,18,17,58,54,36,76,50,24,60,27,70,11,63,15,77,85,€ 0
22,87,€84K,Right,3,ST,6'1,174lbs,59,82,77,69,79,77,69,79,77,83,77,77,72,76,84,77,74,83,68,80,11,8,€19M
19,87,€26K,Right,4,RM,5'10,152lbs,69,67,46,77,70,87,69,82,93,88,87,79,89,79,84,74,52,73,78,61,16,14,€18M
26,80,€21K,Left,2,GK,6'4,198lbs,30,20,20,40,20,8,20,9,39,35,32,73,37,40,45,45,79,9,45,9,81,79,€10M
21,84,€43K,Right,3,RDM,6'1,183lbs,60,42,76,76,43,69,36,73,69,69,64,76,68,73,81,85,82,51,67,48,10,15,€14.5M
23,87,€110K,Right,3,CDM,6'0,161lbs,56,39,61,84,44,68,45,78,61,59,58,74,66,58,66,75,72,65,76,53,11,15,€16M
24,81,€1K,Right,3,LM,5'10,154lbs,70,74,65,75,68,81,63,80,85,81,78,79,81,70,72,77,72,80,75,63,6,12,€15.5M
20,86,€17K,Right,2,LW,5'10,172lbs,72,73,55,75,67,87,76,83,87,88,78,71,89,78,71,74,76,74,73,59,14,13,€18M
22,86,€43K,Left,3,LCB,6'1,174lbs,66,38,81,76,39,73,46,76,75,77,75,78,69,43,84,76,78,56,68,41,7,8,€15M
22,85,€61K,Right,4,CAM,5'11,152lbs,69,72,38,80,70,86,75,82,80,83,82,79,78,76,63,85,54,73,78,52,10,16,€17M
29,80,€21K,Right,3,GK,6'1,165lbs,21,16,15,31,12,18,15,29,40,48,40,71,44,28,60,18,81,18,55,23,80,82,€10M
22,85,€27K,Right,3,RW,5'9,172lbs,76,72,48,76,57,79,72,76,93,90,92,77,85,84,61,92,73,78,77,59,13,7,€17.5M
25,80,€38K,Right,4,LS,6'1,163lbs,74,81,74,69,72,80,62,80,84,83,79,76,75,78,71,70,77,80,65,69,8,14,€15M
29,79,€37K,Left,4,LWB,5'9,154lbs,73,74,55,83,56,76,80,80,65,60,71,72,77,73,66,69,64,74,78,68,14,14,€12M
24,84,€15K,Left,3,LW,5'5,137lbs,78,65,48,73,55,85,78,84,93,90,91,82,91,68,60,87,33,75,72,56,11,10,€17M
22,84,€43K,Right,3,CDM,6'1,159lbs,58,41,63,85,56,74,63,79,72,59,77,80,65,48,67,80,63,56,77,50,11,7,€14.5M
23,85,€91K,Right,3,CB,6'2,176lbs,64,36,76,79,34,66,64,75,68,77,66,75,63,68,75,75,77,44,67,55,7,9,€14.5M
24,82,€39K,Right,3,CAM,6'1,172lbs,74,79,71,72,83,83,75,79,83,86,75,77,66,81,66,80,83,75,68,63,13,14,€16M
22,85,€27K,Right,4,ST,5'11,163lbs,67,81,77,74,67,82,73,83,77,79,78,74,75,75,75,69,76,82,73,69,14,13,€17.5M
26,80,€17K,Right,4,CM,6'2,174lbs,46,63,68,78,53,74,45,76,67,69,60,78,61,76,74,94,78,75,73,57,9,9,€14.5M
24,84,€53K,Right,4,ST,6'0,174lbs,66,81,54,78,80,85,68,82,84,79,83,79,75,82,59,68,68,79,74,75,10,9,€17M
21,86,€31K,Right,4,RS,5'8,148lbs,66,70,53,72,59,87,70,81,92,92,93,78,87,80,68,74,66,74,70,47,7,7,€18M
26,81,€94K,Right,3,RB,6'0,159lbs,81,59,69,74,69,76,74,74,74,79,72,76,73,75,67,87,68,71,64,59,6,11,€12.5M
25,82,€67K,Right,3,ST,6'0,172lbs,48,84,81,69,76,75,49,79,71,73,72,71,71,75,90,71,78,85,65,75,15,15,€16M
28,79,€32K,Right,5,ST,5'10,176lbs,61,86,76,67,71,71,67,74,78,84,77,74,71,81,87,77,76,82,69,72,8,11,€13M
28,80,€31K,Right,3,RDM,6'0,183lbs,58,48,73,80,49,69,59,73,54,34,60,79,57,73,35,86,85,56,69,59,16,10,€11.5M
22,84,€26K,Right,3,RCM,6'1,183lbs,69,40,71,78,45,74,62,76,76,85,68,76,66,78,77,83,83,63,72,40,14,10,€14.5M
23,84,€55K,Right,4,RCM,5'10,154lbs,66,56,65,78,56,69,66,77,74,76,75,72,76,82,84,90,76,58,68,58,7,9,€14.5M
23,84,€16K,Right,4,LM,5'8,139lbs,77,74,51,76,82,80,78,81,78,75,85,81,85,78,62,80,45,81,76,71,8,13,€17M
24,86,€1K,Right,3,LDM,6'0,165lbs,69,65,70,81,55,82,65,82,74,78,70,79,65,65,63,90,63,64,72,57,15,9,€15M
22,83,€53K,Right,4,LM,5'8,150lbs,74,63,37,85,60,84,74,82,76,60,89,79,90,45,60,83,52,72,80,60,11,14,€16M
23,83,€48K,Right,4,LW,5'8,154lbs,72,71,53,75,60,87,77,83,94,89,93,75,90,81,73,77,54,74,70,71,12,8,€16.5M
25,81,€25K,Right,3,RM,5'9,163lbs,71,72,61,68,60,86,68,80,91,89,89,75,88,68,60,91,53,70,76,67,11,8,€15.5M
24,83,€43K,Right,3,LWB,5'7,154lbs,77,34,70,73,44,73,60,76,77,78,72,71,78,66,75,83,64,53,55,46,10,6,€13.5M
23,85,€15K,Right,3,RM,5'8,157lbs,78,67,56,77,63,84,74,83,76,74,86,80,82,67,57,68,54,76,79,72,10,15,€17.5M
25,80,€32K,Right,4,CAM,5'9,154lbs,81,69,40,79,62,80,69,79,78,76,78,79,77,68,61,81,56,78,77,70,10,10,€15M
23,84,€55K,Left,3,CB,5'11,165lbs,63,45,74,77,52,67,62,73,75,74,68,79,69,63,86,73,75,53,65,48,16,10,€14.5M
28,79,€26K,Left,3,LWB,6'1,165lbs,79,55,71,78,51,74,65,77,75,77,67,80,67,69,66,82,76,62,72,65,12,14,€10M
25,82,€89K,Left,2,LB,6'0,187lbs,77,59,74,76,48,73,43,74,68,75,49,77,55,82,76,79,90,66,60,44,7,9,€13M
28,79,€58K,Right,3,LDM,6'1,163lbs,62,59,68,80,62,70,66,76,62,53,62,72,44,69,74,89,80,67,71,60,15,7,€10M
27,80,€32K,Right,3,RS,5'10,163lbs,66,82,72,72,78,76,48,76,78,79,78,75,78,80,75,72,74,83,65,80,14,8,€14.5M
24,83,€13K,Right,3,GK,6'4,194lbs,17,14,11,28,15,14,24,12,48,46,62,76,43,19,63,36,54,11,53,24,79,81,€11.5M
27,81,€56K,Right,2,RCM,6'1,176lbs,66,54,75,79,50,62,71,74,53,59,58,77,58,79,62,86,82,66,73,87,6,12,€12.5M
26,82,€49K,Right,3,CDM,6'0,154lbs,74,67,64,82,73,80,79,83,75,69,79,75,75,76,69,75,67,75,80,71,7,6,€15.5M
23,83,€26K,Left,2,CB,6'1,174lbs,43,33,78,75,35,57,35,67,66,69,65,76,64,60,77,70,80,41,57,41,14,9,€14M
24,86,€120K,Right,3,CM,5'9,152lbs,77,72,44,82,68,83,82,84,77,77,82,82,76,75,58,72,57,76,81,63,7,7,€17.5M
25,81,€48K,Right,3,RCB,6'1,183lbs,38,38,83,66,33,53,28,58,51,53,48,74,56,37,90,67,85,34,42,41,10,6,€13M
27,80,€60K,Left,3,LB,5'7,148lbs,79,27,60,76,53,79,68,76,88,83,88,78,89,69,92,91,54,59,64,60,8,14,€11.5M
27,80,€26K,Left,2,LCB,6'0,170lbs,51,42,73,71,37,53,72,68,71,74,67,75,64,81,90,71,78,48,46,39,13,11,€12M
23,83,€80K,Right,3,CB,6'3,212lbs,49,47,77,63,47,50,60,63,60,70,45,74,52,63,89,63,91,53,59,59,9,15,€14M
29,79,€20K,Right,3,CDM,5'7,163lbs,67,65,32,82,34,74,46,79,74,75,76,76,89,63,77,88,69,64,74,42,11,9,€10M
25,84,€44K,Left,3,LCB,6'4,172lbs,36,39,82,73,32,65,30,64,66,76,57,73,51,50,72,61,84,40,57,45,9,10,€14M
25,83,€71K,Right,3,GK,6'2,192lbs,14,18,14,38,14,16,12,23,55,54,51,75,43,20,74,36,64,8,50,19,76,82,€11.5M
27,80,€1K,Left,4,ST,6'0,194lbs,45,74,83,67,75,80,66,81,80,81,64,80,61,79,92,68,83,78,75,75,10,14,€14.5M
25,81,€32K,Right,3,LCM,5'10,154lbs,63,77,74,81,82,72,62,80,71,64,67,78,64,78,72,83,69,80,78,75,16,10,€15M
23,85,€48K,Right,4,LM,5'10,154lbs,75,72,64,82,74,80,73,78,87,78,84,72,82,76,81,88,62,71,73,64,7,13,€17.5M
24,82,€35K,Right,4,LM,5'7,137lbs,73,65,45,79,66,84,77,80,90,79,92,76,90,70,72,78,48,70,75,61,14,16,€16M
24,83,€29K,Right,3,RCM,5'11,157lbs,68,59,52,84,54,76,69,81,58,45,75,76,77,74,48,70,68,75,83,55,14,6,€16M
25,84,€44K,Left,3,LB,5'9,176lbs,77,64,69,74,57,77,75,77,87,85,77,73,78,73,73,84,77,71,71,51,8,15,€14M
26,80,€50K,Right,4,CDM,5'7,150lbs,71,26,57,82,48,73,65,77,68,53,88,76,85,64,79,93,67,67,70,58,12,9,€12M
26,80,€28K,Right,3,RCB,6'2,172lbs,60,46,73,68,49,60,45,66,68,69,65,78,61,72,68,72,78,61,71,42,13,7,€12M
28,79,€115K,Left,2,CB,6'2,176lbs,74,50,79,72,48,64,67,67,68,69,68,74,63,80,82,68,77,57,57,64,15,10,€10M
25,84,€59K,Right,3,CDM,5'9,148lbs,74,66,54,84,68,76,70,79,72,66,76,79,76,76,69,79,68,72,78,78,8,9,€16.5M
25,82,€68K,Left,3,LB,6'0,168lbs,79,73,75,80,61,76,73,80,79,74,75,80,72,69,82,79,72,76,75,54,9,15,€13M
27,79,€41K,Left,3,CAM,6'0,170lbs,74,74,57,81,71,80,79,81,70,69,78,76,73,77,66,62,53,75,80,73,7,8,€13M
28,79,€32K,Right,3,RCB,6'0,179lbs,53,65,74,79,56,64,48,76,57,59,51,72,55,77,74,75,84,59,68,50,11,15,€10M
32,79,€23K,Right,3,GK,6'5,190lbs,13,15,15,37,11,16,11,19,50,47,59,74,42,14,63,42,73,13,48,16,79,82,€7M
26,82,€26K,Right,3,RCB,6'0,172lbs,78,41,84,78,36,64,67,73,65,66,77,76,65,52,82,69,74,67,68,35,10,14,€13M
25,80,€61K,Right,4,RB,6'0,179lbs,78,62,72,79,42,77,77,78,78,79,70,75,69,69,83,91,75,75,69,43,12,7,€12M
28,79,€41K,Right,3,LW,5'10,172lbs,75,76,43,77,67,82,83,81,89,79,83,77,78,76,62,68,63,76,74,75,9,9,€12.5M
26,80,€20K,Left,3,RW,6'0,159lbs,79,75,48,76,74,82,86,82,80,75,82,76,70,82,53,72,58,75,76,70,7,15,€15M
25,81,€27K,Right,5,CAM,6'5,176lbs,71,74,73,84,70,77,75,83,45,55,56,80,58,74,47,91,76,81,83,66,15,11,€15.5M
25,82,€28K,Right,3,CDM,5'10,154lbs,73,73,65,82,58,77,81,81,65,61,67,74,75,75,57,76,73,68,80,69,7,10,€15.5M
25,80,€98K,Right,4,CM,6'1,181lbs,71,76,74,83,74,75,66,80,62,69,71,77,59,79,74,76,71,78,77,84,13,14,€14.5M
31,79,€21K,Right,3,LM,5'9,159lbs,77,79,56,76,65,80,82,80,74,70,82,84,81,74,66,70,63,81,79,74,8,8,€11M
24,82,€27K,Left,3,CAM,6'4,192lbs,65,80,71,77,70,75,83,78,65,68,67,78,52,84,50,69,79,78,73,64,16,6,€16M
28,79,€31K,Right,4,RM,5'10,159lbs,79,79,47,77,75,82,85,81,79,77,79,75,78,83,66,68,66,78,80,65,7,11,€12.5M
26,80,€110K,Right,4,RB,6'0,172lbs,74,61,69,77,72,73,76,79,73,76,70,79,65,85,74,82,76,75,64,67,14,5,€12M
24,82,€89K,Right,5,CAM,6'1,192lbs,65,68,65,82,61,85,68,84,69,70,66,74,58,81,62,69,77,71,79,65,6,10,€16M
26,81,€41K,Right,4,GK,6'0,181lbs,23,11,14,40,15,13,23,24,53,52,53,73,50,35,78,34,68,10,68,25,78,83,€10.5M
29,79,€32K,Right,4,ST,5'10,161lbs,41,82,76,72,81,77,73,78,76,75,81,77,75,78,77,73,68,80,61,75,11,12,€12.5M
27,79,€33K,Right,4,RCB,5'11,181lbs,45,50,72,77,40,66,42,76,65,63,67,78,65,65,73,76,76,60,74,50,15,15,€10.5M
27,80,€46K,Right,3,CDM,6'2,170lbs,52,49,85,78,49,67,42,73,65,72,53,79,50,78,76,77,82,63,65,50,10,15,€12M
26,82,€17K,Right,3,CM,5'11,159lbs,76,67,64,81,73,77,73,80,62,56,66,74,67,87,56,74,65,72,81,74,11,10,€15.5M
30,79,€33K,Right,4,RWB,6'0,176lbs,83,72,65,78,68,81,80,80,77,78,76,79,74,78,76,85,70,75,77,83,6,14,€9M
26,81,€77K,Right,3,ST,5'11,146lbs,52,83,73,71,69,74,63,77,87,89,74,74,74,76,65,72,75,82,71,75,10,6,€15.5M
26,80,€110K,Right,3,CB,6'1,157lbs,60,44,78,73,49,59,38,64,54,59,52,77,59,68,82,64,79,42,54,55,16,11,€12M
27,79,€35K,Right,3,LM,5'9,159lbs,70,77,53,82,59,80,67,81,81,77,75,72,77,67,72,67,67,77,79,62,12,16,€13M
28,79,€65K,Right,4,CAM,5'10,165lbs,79,74,67,78,69,84,78,83,75,72,85,79,78,78,77,84,63,70,78,80,6,16,€12.5M
27,81,€56K,Right,3,RCB,6'1,179lbs,40,48,82,64,40,54,46,66,52,52,34,77,48,54,84,55,77,50,22,35,10,15,€12.5M
30,79,€34K,Left,3,LB,5'7,137lbs,80,53,68,79,38,69,67,78,79,81,76,69,78,75,73,78,63,66,57,56,10,14,€9M
27,80,€105K,Right,4,ST,6'0,172lbs,64,79,82,72,74,75,72,78,72,75,73,80,66,83,80,73,74,81,61,82,12,9,€14.5M
28,79,€20K,Left,2,LM,5'9,159lbs,81,56,68,77,51,68,69,75,72,77,74,78,77,81,74,83,69,63,56,66,13,14,€10M
28,79,€32K,Right,4,ST,6'1,174lbs,53,80,80,70,81,75,42,80,65,71,65,75,54,82,74,71,79,79,65,70,13,13,€13M
28,79,€25K,Right,4,ST,5'11,170lbs,67,75,79,75,76,76,76,77,86,76,77,75,74,86,76,79,77,77,78,85,8,7,€13M
27,80,€25K,Right,4,CF,5'11,176lbs,73,77,76,81,74,78,70,81,80,77,72,76,80,76,66,75,65,83,77,72,8,7,€14.5M
27,79,€61K,Left,4,RM,5'10,170lbs,82,70,64,78,72,81,79,79,79,77,76,77,76,84,78,78,70,74,79,70,10,8,€13M
27,80,€94K,Right,2,RB,5'9,148lbs,78,54,68,75,45,76,64,78,77,78,79,75,75,74,69,76,67,72,64,46,15,7,€11.5M
30,79,€41K,Right,3,GK,6'4,196lbs,12,27,18,29,26,13,15,17,41,46,41,72,31,38,67,39,78,8,15,22,79,81,€8M
29,79,€27K,Right,3,RB,6'0,176lbs,77,59,59,75,57,75,77,78,79,89,76,80,74,73,78,93,73,78,66,55,15,9,€9.5M
28,79,€58K,Left,3,LCB,6'0,181lbs,63,30,79,63,29,63,45,65,62,63,63,75,70,60,93,70,82,38,60,36,10,14,€10M
27,79,€60K,Right,3,RB,5'8,172lbs,77,53,64,77,59,80,77,78,84,78,79,80,83,72,82,82,73,79,72,58,12,8,€10.5M
30,79,€66K,Right,4,CDM,6'3,201lbs,53,69,79,83,66,70,66,81,39,35,51,75,31,81,64,66,84,77,77,73,15,8,€9.5M
26,81,€83K,Left,2,CM,5'8,150lbs,73,62,58,84,64,81,77,82,68,63,76,76,83,74,66,68,60,77,81,65,9,11,€15M
28,79,€39K,Left,2,CB,6'4,190lbs,47,20,85,57,45,58,40,63,54,55,45,78,48,52,61,63,79,41,51,50,8,16,€10M
29,79,€44K,Right,4,CDM,6'2,176lbs,63,55,75,76,44,71,68,78,68,71,69,75,66,77,65,92,83,66,67,63,10,8,€10M
27,80,€36K,Right,3,LCM,5'10,163lbs,60,54,60,77,53,72,55,78,70,72,73,74,81,71,81,78,79,62,67,52,10,15,€12M
28,79,€30K,Right,4,LS,5'8,154lbs,63,77,54,80,78,80,73,81,93,90,90,82,83,72,82,83,72,80,79,74,7,12,€13M
28,79,€1K,Right,3,RDM,5'10,165lbs,75,70,67,79,72,78,74,81,81,69,71,80,72,76,73,74,66,76,81,65,14,10,€12.5M
29,79,€ 0,Right,3,RB,5'10,154lbs,73,61,69,79,57,72,49,72,84,90,80,75,76,67,85,93,68,77,72,41,8,15,€ 0
28,80,€36K,Right,3,LDM,6'0,176lbs,62,56,61,83,56,73,70,76,74,69,73,76,65,68,71,81,75,41,72,68,15,7,€11.5M
29,79,€62K,Left,3,LB,5'8,165lbs,78,55,68,81,76,82,72,81,77,77,85,78,83,84,78,76,75,78,76,64,4,5,€9.5M
29,80,€32K,Right,3,GK,6'2,179lbs,15,10,13,25,12,12,11,22,46,50,43,80,41,21,69,32,55,15,42,24,79,81,€10M
28,79,€110K,Right,4,CM,5'10,179lbs,64,60,61,80,69,75,72,78,63,63,67,77,76,77,54,77,69,71,79,53,9,12,€12.5M
30,79,€60K,Right,4,ST,6'2,176lbs,60,83,78,72,75,73,64,78,67,73,69,78,58,76,68,71,77,87,66,70,11,7,€12M
32,79,€57K,Right,3,RB,5'10,152lbs,83,54,59,76,58,75,82,82,87,79,74,77,73,84,70,92,70,74,69,61,9,13,€7M
28,79,€65K,Right,3,RM,5'9,165lbs,78,68,60,74,68,85,62,82,83,89,86,78,76,79,72,72,58,77,75,62,10,8,€12.5M
29,79,€75K,Right,4,CM,5'9,152lbs,77,67,61,81,75,78,79,80,64,57,70,76,68,83,53,69,59,73,78,85,10,7,€12M
30,79,€57K,Right,2,CDM,6'0,168lbs,62,54,70,78,41,68,65,72,61,62,71,77,57,76,74,89,80,59,62,54,1,1,€9.5M
30,79,€34K,Left,2,RM,5'7,134lbs,80,66,44,76,75,85,85,80,89,79,93,80,94,80,71,63,43,76,76,56,8,7,€12M
31,79,€19K,Right,3,RCB,5'11,183lbs,68,60,76,71,66,57,68,70,75,75,66,72,60,68,76,77,82,63,60,49,12,6,€8.5M
29,79,€35K,Right,4,RS,6'2,185lbs,58,84,82,65,83,64,57,70,57,62,64,84,57,79,66,81,76,85,61,76,13,7,€12.5M
32,79,€48K,Right,3,GK,6'3,179lbs,19,16,24,22,14,15,11,23,44,34,45,75,49,22,64,33,66,10,47,21,77,81,€7M
28,80,€58K,Left,2,CB,6'2,183lbs,58,23,74,77,20,50,50,63,49,55,50,70,54,51,75,70,91,36,53,40,7,8,€11.5M
28,80,€27K,Right,2,LCB,6'2,194lbs,58,46,75,70,33,59,36,76,65,63,36,75,38,61,79,68,90,44,44,58,9,14,€11.5M
28,79,€79K,Right,4,ST,6'0,174lbs,72,80,74,81,79,82,85,83,68,73,79,76,68,81,70,68,72,80,82,80,9,10,€13M
31,79,€29K,Right,4,RS,5'10,159lbs,72,78,60,76,76,83,80,83,85,84,81,78,80,80,50,78,60,83,78,78,10,9,€11.5M
30,79,€90K,Right,3,ST,5'9,161lbs,64,84,79,65,74,73,67,77,77,69,75,82,79,75,83,66,53,86,70,74,12,11,€12M
30,79,€47K,Right,4,GK,6'0,176lbs,15,14,14,44,13,25,19,35,59,54,57,74,48,25,76,42,56,14,51,22,77,79,€8M
31,79,€105K,Right,2,GK,6'3,190lbs,24,14,13,30,12,12,25,20,32,49,43,74,58,24,69,43,79,12,52,23,81,77,€7.5M
31,79,€31K,Right,3,ST,5'8,150lbs,56,79,74,73,78,80,49,81,74,74,79,80,76,81,76,66,64,79,62,69,14,11,€11.5M
28,79,€92K,Right,3,CDM,6'1,165lbs,65,58,69,78,56,68,68,80,58,58,69,76,69,71,68,79,75,63,69,56,14,7,€10M
30,79,€120K,Right,3,CM,6'4,187lbs,61,73,93,81,68,67,64,82,41,48,47,81,49,75,64,75,91,84,73,64,15,16,€11.5M
32,79,€1K,Right,3,CDM,6'2,187lbs,58,70,86,75,53,68,54,74,55,61,53,77,55,81,56,89,86,75,71,66,13,9,€7M
29,79,€80K,Right,3,GK,6'0,176lbs,11,10,15,36,12,12,10,32,34,34,44,72,50,35,75,29,38,16,50,26,77,85,€8.5M
30,79,€76K,Right,2,GK,6'4,192lbs,11,11,16,37,16,14,16,26,50,52,34,74,52,45,69,31,72,14,43,41,76,82,€8M
31,79,€52K,Right,2,GK,6'6,183lbs,14,19,12,26,12,16,17,24,52,58,52,74,40,28,38,36,80,11,34,40,77,79,€7.5M
29,79,€32K,Left,3,CDM,5'11,161lbs,79,61,64,84,80,76,82,81,40,34,74,82,73,83,71,60,71,67,82,39,12,11,€10M
28,79,€53K,Left,3,LB,5'10,187lbs,82,50,68,76,43,77,74,78,78,76,73,76,69,59,70,78,70,63,51,52,10,15,€10M
32,79,€30K,Right,2,CB,6'0,181lbs,60,23,76,66,52,54,47,62,58,55,60,79,56,63,79,63,75,30,36,31,12,12,€7M
29,79,€105K,Right,3,RM,5'9,150lbs,72,74,58,72,71,81,76,78,89,89,79,77,77,76,65,69,56,77,72,74,9,8,€12.5M
34,79,€31K,Right,3,LS,5'10,165lbs,51,80,79,69,84,79,78,82,64,59,86,80,69,83,93,63,71,83,55,70,9,11,€6.5M
32,79,€45K,Right,3,GK,6'2,203lbs,17,12,16,32,12,17,15,28,56,55,54,73,52,14,73,40,66,12,46,24,80,80,€7M
31,79,€38K,Left,4,CAM,5'10,163lbs,70,70,46,78,72,88,76,80,77,69,82,70,79,78,74,51,65,72,78,84,13,12,€11M
31,79,€37K,Right,2,CB,6'2,185lbs,44,46,78,73,65,44,45,59,76,79,61,76,55,74,77,68,80,31,49,54,9,8,€8.5M
33,79,€22K,Right,4,CAM,5'8,165lbs,77,80,57,80,77,82,83,83,85,83,87,81,85,79,82,68,71,82,83,69,9,12,€8M
32,79,€34K,Right,3,LM,6'0,170lbs,67,82,77,79,78,87,78,86,67,65,76,82,76,76,76,64,67,83,78,85,7,6,€10M
33,79,€1K,Right,3,CAM,5'10,185lbs,80,73,65,77,69,78,80,79,84,84,75,77,66,75,76,69,78,75,80,79,12,15,€7.5M
31,79,€55K,Right,3,LM,6'1,187lbs,72,77,71,71,67,82,77,79,83,82,77,71,74,85,82,84,78,77,74,70,11,15,€11M
32,79,€110K,Right,3,LB,5'9,143lbs,84,64,57,79,71,77,86,79,77,72,77,80,76,75,55,75,67,67,76,60,16,15,€7M
31,79,€45K,Right,3,GK,6'5,201lbs,14,14,10,34,19,23,17,20,56,60,50,72,32,40,69,28,61,14,42,30,77,81,€7.5M
35,79,€22K,Right,4,LS,5'9,159lbs,66,80,76,75,74,78,78,80,77,83,84,74,80,77,84,77,75,82,72,80,13,6,€6M
34,79,€28K,Right,3,CDM,5'9,172lbs,73,52,52,82,58,74,62,80,53,43,71,81,75,68,78,72,67,58,80,62,9,9,€3.8M
32,79,€41K,Right,3,ST,6'2,170lbs,68,82,72,66,77,69,60,69,81,79,72,81,48,85,66,69,79,85,64,79,8,12,€10M
33,79,€25K,Right,3,GK,6'3,187lbs,13,14,10,39,18,13,12,20,42,32,49,80,43,23,69,22,66,7,38,21,81,79,€6.5M
34,79,€94K,Right,3,RB,6'0,168lbs,78,45,70,77,62,76,68,76,65,69,73,79,77,74,73,76,70,66,62,64,3,2,€3.6M
34,79,€34K,Right,3,ST,6'4,181lbs,58,80,92,72,76,72,64,74,67,70,65,76,52,78,76,57,82,78,76,79,9,13,€6.5M
37,79,€23K,Left,4,CM,5'7,159lbs,80,68,43,86,69,78,83,82,54,38,68,73,81,77,72,61,65,63,86,85,14,8,€4M
24,83,€25K,Right,3,RS,6'2,181lbs,36,86,76,74,73,79,60,81,63,66,60,78,57,78,68,60,61,75,60,77,15,6,€14M
20,87,€10K,Right,2,LCB,6'1,174lbs,72,48,75,67,34,68,58,70,77,78,75,76,67,62,86,85,76,59,59,60,12,15,€14M
20,87,€46K,Right,4,RW,5'9,154lbs,70,70,50,75,68,83,74,80,86,84,86,76,77,81,55,78,64,76,71,62,9,7,€16M
24,81,€15K,Right,3,RM,5'9,148lbs,78,66,44,78,58,79,65,79,84,79,75,75,70,53,36,78,49,73,72,58,5,11,€13M
19,86,€49K,Right,2,LB,5'11,161lbs,76,59,64,77,48,78,65,78,89,91,75,77,75,75,69,84,73,71,63,46,6,8,€12.5M
23,84,€12K,Right,4,LW,5'5,141lbs,66,73,40,75,76,83,80,78,93,91,94,77,95,77,70,88,34,75,75,64,8,6,€14M
20,86,€12K,Right,5,LS,6'0,192lbs,63,81,76,72,80,76,72,77,75,77,74,78,65,79,66,69,76,78,65,60,9,13,€15.5M
21,84,€24K,Right,3,CDM,5'6,154lbs,51,39,55,80,47,64,47,65,75,65,78,74,87,53,82,92,61,31,60,48,14,9,€12M
19,90,€12K,Right,3,GK,6'4,181lbs,13,6,13,54,9,14,13,10,48,45,55,69,53,23,73,40,70,4,47,16,76,80,€14M
19,88,€36K,Right,3,RB,5'11,152lbs,83,56,59,76,41,72,74,72,82,79,74,75,74,70,66,79,62,62,72,55,6,7,€14M
22,84,€12K,Right,4,CAM,5'10,154lbs,65,64,54,80,64,79,76,81,68,69,76,74,75,78,54,71,60,74,80,62,5,11,€14M
26,78,€27K,Right,3,CDM,6'2,187lbs,71,56,62,75,45,72,81,71,72,72,51,81,55,73,61,76,88,52,72,67,7,7,€9M
30,78,€29K,Right,3,RB,5'9,165lbs,76,69,60,76,71,76,76,75,84,76,79,80,70,72,61,88,68,76,64,64,8,7,€7.5M
34,78,€30K,Left,5,CAM,5'9,157lbs,74,73,45,75,77,75,86,76,87,74,86,82,83,74,58,75,57,78,79,73,13,8,€5M
30,78,€34K,Left,3,LB,5'6,143lbs,78,45,60,76,55,76,54,74,88,86,86,80,90,78,59,76,33,69,68,49,8,9,€7.5M
25,80,€33K,Right,3,RCM,6'1,152lbs,78,70,59,79,53,79,74,79,74,74,75,75,59,70,61,86,71,77,78,53,9,10,€12.5M
